"TIME","GEO","SEX","UNIT","Value","Flag and Footnotes"
"2018W16","United Kingdom","Total","Number","12 619","p"
"2018W17","Belgium","Total","Number","1 953",""
"2018W17","Denmark","Total","Number","1 008",""
"2018W17","Germany (until 1990 former territory of the FRG)","Total","Number","17 093",""
"2018W17","Spain","Total","Number","7 735",""
"2018W17","Italy","Total","Number","11 742",""
"2018W17","Sweden","Total","Number","1 639",""
"2018W17","Switzerland","Total","Number","1 147",""
"2018W17","United Kingdom","Total","Number","11 567","p"
"2018W18","Belgium","Total","Number","1 867",""
"2018W18","Denmark","Total","Number","1 010",""
"2018W18","Germany (until 1990 former territory of the FRG)","Total","Number","16 789",""
"2018W18","Spain","Total","Number","7 359",""
"2018W18","Italy","Total","Number","11 060",""
"2018W18","Sweden","Total","Number","1 661",""
"2018W18","Switzerland","Total","Number","1 226",""
"2018W18","United Kingdom","Total","Number","11 507","p"
"2018W19","Belgium","Total","Number","1 980",""
"2018W19","Denmark","Total","Number","1 025",""
"2018W19","Germany (until 1990 former territory of the FRG)","Total","Number","17 226",""
"2018W19","Spain","Total","Number","7 595",""
"2018W19","Italy","Total","Number","11 030",""
"2018W19","Sweden","Total","Number","1 572",""
"2018W19","Switzerland","Total","Number","1 200",""
"2018W19","United Kingdom","Total","Number","9 795","p"
"2018W20","Belgium","Total","Number","1 860",""
"2018W20","Denmark","Total","Number","1 012",""
"2018W20","Germany (until 1990 former territory of the FRG)","Total","Number","16 488",""
"2018W20","Spain","Total","Number","7 511",""
"2018W20","Italy","Total","Number","10 857",""
"2018W20","Sweden","Total","Number","1 486",""
"2018W20","Switzerland","Total","Number","1 117",""
"2018W20","United Kingdom","Total","Number","11 350","p"
"2018W21","Belgium","Total","Number","1 951",""
"2018W21","Denmark","Total","Number","953",""
"2018W21","Germany (until 1990 former territory of the FRG)","Total","Number","16 513",""
"2018W21","Spain","Total","Number","7 527",""
"2018W21","Italy","Total","Number","11 329",""
"2018W21","Sweden","Total","Number","1 460",""
"2018W21","Switzerland","Total","Number","1 223",""
"2018W21","United Kingdom","Total","Number","10 937","p"
"2018W22","Belgium","Total","Number","1 953",""
"2018W22","Denmark","Total","Number","977",""
"2018W22","Germany (until 1990 former territory of the FRG)","Total","Number","17 039",""
"2018W22","Spain","Total","Number","7 306",""
"2018W22","Italy","Total","Number","11 317",""
"2018W22","Sweden","Total","Number","1 481",""
"2018W22","Switzerland","Total","Number","1 159",""
"2018W22","United Kingdom","Total","Number","9 370","p"
"2018W23","Belgium","Total","Number","1 811",""
"2018W23","Denmark","Total","Number","1 009",""
"2018W23","Germany (until 1990 former territory of the FRG)","Total","Number","16 714",""
"2018W23","Spain","Total","Number","7 109",""
"2018W23","Italy","Total","Number","10 996",""
"2018W23","Sweden","Total","Number","1 513",""
"2018W23","Switzerland","Total","Number","1 178",""
"2018W23","United Kingdom","Total","Number","11 234","p"
"2018W24","Belgium","Total","Number","1 734",""
"2018W24","Denmark","Total","Number","941",""
"2018W24","Germany (until 1990 former territory of the FRG)","Total","Number","15 582",""
"2018W24","Spain","Total","Number","7 154",""
"2018W24","Italy","Total","Number","11 091",""
"2018W24","Sweden","Total","Number","1 441",""
"2018W24","Switzerland","Total","Number","1 119",""
"2018W24","United Kingdom","Total","Number","10 496","p"
"2018W25","Belgium","Total","Number","1 779",""
"2018W25","Denmark","Total","Number","958",""
"2018W25","Germany (until 1990 former territory of the FRG)","Total","Number","15 843",""
"2018W25","Spain","Total","Number","7 713",""
"2018W25","Italy","Total","Number","11 003",""
"2018W25","Sweden","Total","Number","1 500",""
"2018W25","Switzerland","Total","Number","1 127",""
"2018W25","United Kingdom","Total","Number","10 489","p"
"2018W26","Belgium","Total","Number","1 950",""
"2018W26","Denmark","Total","Number","915",""
"2018W26","Germany (until 1990 former territory of the FRG)","Total","Number","16 569",""
"2018W26","Spain","Total","Number","7 698",""
"2018W26","Italy","Total","Number","10 550",""
"2018W26","Sweden","Total","Number","1 633",""
"2018W26","Switzerland","Total","Number","1 181",""
"2018W26","United Kingdom","Total","Number","10 490","p"
"2018W27","Belgium","Total","Number","2 080",""
"2018W27","Denmark","Total","Number","1 007",""
"2018W27","Germany (until 1990 former territory of the FRG)","Total","Number","16 622",""
"2018W27","Spain","Total","Number","7 305",""
"2018W27","Italy","Total","Number","11 146",""
"2018W27","Sweden","Total","Number","1 588",""
"2018W27","Switzerland","Total","Number","1 152",""
"2018W27","United Kingdom","Total","Number","10 538","p"
"2018W28","Belgium","Total","Number","1 833",""
"2018W28","Denmark","Total","Number","971",""
"2018W28","Germany (until 1990 former territory of the FRG)","Total","Number","16 070",""
"2018W28","Spain","Total","Number","7 366",""
"2018W28","Italy","Total","Number","11 117",""
"2018W28","Sweden","Total","Number","1 585",""
"2018W28","Switzerland","Total","Number","1 078",""
"2018W28","United Kingdom","Total","Number","10 433","p"
"2018W29","Belgium","Total","Number","1 988",""
"2018W29","Denmark","Total","Number","994",""
"2018W29","Germany (until 1990 former territory of the FRG)","Total","Number","16 702",""
"2018W29","Spain","Total","Number","7 186",""
"2018W29","Italy","Total","Number","11 180",""
"2018W29","Sweden","Total","Number","1 724",""
"2018W29","Switzerland","Total","Number","1 223",""
"2018W29","United Kingdom","Total","Number","10 317","p"
"2018W30","Belgium","Total","Number","2 107",""
"2018W30","Denmark","Total","Number","1 091",""
"2018W30","Germany (until 1990 former territory of the FRG)","Total","Number","18 340",""
"2018W30","Spain","Total","Number","7 155",""
"2018W30","Italy","Total","Number","11 132",""
"2018W30","Sweden","Total","Number","1 642",""
"2018W30","Switzerland","Total","Number","1 222",""
"2018W30","United Kingdom","Total","Number","10 319","p"
"2018W31","Belgium","Total","Number","2 125",""
"2018W31","Denmark","Total","Number","1 084",""
"2018W31","Germany (until 1990 former territory of the FRG)","Total","Number","20 371",""
"2018W31","Spain","Total","Number","7 731",""
"2018W31","Italy","Total","Number","12 305",""
"2018W31","Sweden","Total","Number","1 723",""
"2018W31","Switzerland","Total","Number","1 264",""
"2018W31","United Kingdom","Total","Number","10 377","p"
"2018W32","Belgium","Total","Number","2 000",""
"2018W32","Denmark","Total","Number","1 029",""
"2018W32","Germany (until 1990 former territory of the FRG)","Total","Number","18 478",""
"2018W32","Spain","Total","Number","8 003",""
"2018W32","Italy","Total","Number","12 469",""
"2018W32","Sweden","Total","Number","1 450",""
"2018W32","Switzerland","Total","Number","1 222",""
"2018W32","United Kingdom","Total","Number","10 511","p"
"2018W33","Belgium","Total","Number","1 887",""
"2018W33","Denmark","Total","Number","1 017",""
"2018W33","Germany (until 1990 former territory of the FRG)","Total","Number","16 890",""
"2018W33","Spain","Total","Number","7 194",""
"2018W33","Italy","Total","Number","11 204",""
"2018W33","Sweden","Total","Number","1 505",""
"2018W33","Switzerland","Total","Number","1 187",""
"2018W33","United Kingdom","Total","Number","10 049","p"
"2018W34","Belgium","Total","Number","1 824",""
"2018W34","Denmark","Total","Number","990",""
"2018W34","Germany (until 1990 former territory of the FRG)","Total","Number","16 612",""
"2018W34","Spain","Total","Number","7 015",""
"2018W34","Italy","Total","Number","11 189",""
"2018W34","Sweden","Total","Number","1 495",""
"2018W34","Switzerland","Total","Number","1 145",""
"2018W34","United Kingdom","Total","Number","10 159","p"
"2018W35","Belgium","Total","Number","1 825",""
"2018W35","Denmark","Total","Number","935",""
"2018W35","Germany (until 1990 former territory of the FRG)","Total","Number","16 000",""
"2018W35","Spain","Total","Number","6 927",""
"2018W35","Italy","Total","Number","10 851",""
"2018W35","Sweden","Total","Number","1 584",""
"2018W35","Switzerland","Total","Number","1 206",""
"2018W35","United Kingdom","Total","Number","9 012","p"
"2018W36","Belgium","Total","Number","1 909",""
"2018W36","Denmark","Total","Number","975",""
"2018W36","Germany (until 1990 former territory of the FRG)","Total","Number","16 390",""
"2018W36","Spain","Total","Number","6 906",""
"2018W36","Italy","Total","Number","11 008",""
"2018W36","Sweden","Total","Number","1 617",""
"2018W36","Switzerland","Total","Number","1 178",""
"2018W36","United Kingdom","Total","Number","10 644","p"
"2018W37","Belgium","Total","Number","1 811",""
"2018W37","Denmark","Total","Number","949",""
"2018W37","Germany (until 1990 former territory of the FRG)","Total","Number","16 292",""
"2018W37","Spain","Total","Number","6 834",""
"2018W37","Italy","Total","Number","11 098",""
"2018W37","Sweden","Total","Number","1 516",""
"2018W37","Switzerland","Total","Number","1 230",""
"2018W37","United Kingdom","Total","Number","10 467","p"
"2018W38","Belgium","Total","Number","1 970",""
"2018W38","Denmark","Total","Number","994",""
"2018W38","Germany (until 1990 former territory of the FRG)","Total","Number","16 651",""
"2018W38","Spain","Total","Number","7 153",""
"2018W38","Italy","Total","Number","11 177",""
"2018W38","Sweden","Total","Number","1 645",""
"2018W38","Switzerland","Total","Number","1 177",""
"2018W38","United Kingdom","Total","Number","10 464","p"
"2018W39","Belgium","Total","Number","1 831",""
"2018W39","Denmark","Total","Number","950",""
"2018W39","Germany (until 1990 former territory of the FRG)","Total","Number","15 969",""
"2018W39","Spain","Total","Number","7 230",""
"2018W39","Italy","Total","Number","10 903",""
"2018W39","Sweden","Total","Number","1 553",""
"2018W39","Switzerland","Total","Number","1 212",""
"2018W39","United Kingdom","Total","Number","10 408","p"
"2018W40","Belgium","Total","Number","1 965",""
"2018W40","Denmark","Total","Number","1 033",""
"2018W40","Germany (until 1990 former territory of the FRG)","Total","Number","16 622",""
"2018W40","Spain","Total","Number","7 210",""
"2018W40","Italy","Total","Number","11 485",""
"2018W40","Sweden","Total","Number","1 606",""
"2018W40","Switzerland","Total","Number","1 225",""
"2018W40","United Kingdom","Total","Number","10 817","p"
"2018W41","Belgium","Total","Number","2 006",""
"2018W41","Denmark","Total","Number","992",""
"2018W41","Germany (until 1990 former territory of the FRG)","Total","Number","16 993",""
"2018W41","Spain","Total","Number","7 437",""
"2018W41","Italy","Total","Number","11 614",""
"2018W41","Sweden","Total","Number","1 715",""
"2018W41","Switzerland","Total","Number","1 233",""
"2018W41","United Kingdom","Total","Number","11 015","p"
"2018W42","Belgium","Total","Number","1 957",""
"2018W42","Denmark","Total","Number","958",""
"2018W42","Germany (until 1990 former territory of the FRG)","Total","Number","16 552",""
"2018W42","Spain","Total","Number","7 350",""
"2018W42","Italy","Total","Number","11 593",""
"2018W42","Sweden","Total","Number","1 542",""
"2018W42","Switzerland","Total","Number","1 211",""
"2018W42","United Kingdom","Total","Number","11 153","p"
"2018W43","Belgium","Total","Number","1 918",""
"2018W43","Denmark","Total","Number","973",""
"2018W43","Germany (until 1990 former territory of the FRG)","Total","Number","16 608",""
"2018W43","Spain","Total","Number","7 327",""
"2018W43","Italy","Total","Number","11 891",""
"2018W43","Sweden","Total","Number","1 660",""
"2018W43","Switzerland","Total","Number","1 233",""
"2018W43","United Kingdom","Total","Number","10 848","p"
"2018W44","Belgium","Total","Number","1 907",""
"2018W44","Denmark","Total","Number","1 007",""
"2018W44","Germany (until 1990 former territory of the FRG)","Total","Number","16 895",""
"2018W44","Spain","Total","Number","7 794",""
"2018W44","Italy","Total","Number","11 551",""
"2018W44","Sweden","Total","Number","1 706",""
"2018W44","Switzerland","Total","Number","1 272",""
"2018W44","United Kingdom","Total","Number","10 832","p"
"2018W45","Belgium","Total","Number","2 049",""
"2018W45","Denmark","Total","Number","992",""
"2018W45","Germany (until 1990 former territory of the FRG)","Total","Number","17 604",""
"2018W45","Spain","Total","Number","8 012",""
"2018W45","Italy","Total","Number","11 805",""
"2018W45","Sweden","Total","Number","1 640",""
"2018W45","Switzerland","Total","Number","1 263",""
"2018W45","United Kingdom","Total","Number","11 532","p"
"2018W46","Belgium","Total","Number","2 017",""
"2018W46","Denmark","Total","Number","954",""
"2018W46","Germany (until 1990 former territory of the FRG)","Total","Number","16 842",""
"2018W46","Spain","Total","Number","7 999",""
"2018W46","Italy","Total","Number","11 811",""
"2018W46","Sweden","Total","Number","1 541",""
"2018W46","Switzerland","Total","Number","1 248",""
"2018W46","United Kingdom","Total","Number","11 507","p"
"2018W47","Belgium","Total","Number","2 060",""
"2018W47","Denmark","Total","Number","996",""
"2018W47","Germany (until 1990 former territory of the FRG)","Total","Number","17 785",""
"2018W47","Spain","Total","Number","7 932",""
"2018W47","Italy","Total","Number","12 532",""
"2018W47","Sweden","Total","Number","1 534",""
"2018W47","Switzerland","Total","Number","1 280",""
"2018W47","United Kingdom","Total","Number","11 256","p"
"2018W48","Belgium","Total","Number","2 107",""
"2018W48","Denmark","Total","Number","994",""
"2018W48","Germany (until 1990 former territory of the FRG)","Total","Number","18 091",""
"2018W48","Spain","Total","Number","7 929",""
"2018W48","Italy","Total","Number","12 391",""
"2018W48","Sweden","Total","Number","1 780",""
"2018W48","Switzerland","Total","Number","1 321",""
"2018W48","United Kingdom","Total","Number","11 357","p"
"2018W49","Belgium","Total","Number","2 173",""
"2018W49","Denmark","Total","Number","1 085",""
"2018W49","Germany (until 1990 former territory of the FRG)","Total","Number","18 342",""
"2018W49","Spain","Total","Number","8 051",""
"2018W49","Italy","Total","Number","12 739",""
"2018W49","Sweden","Total","Number","1 787",""
"2018W49","Switzerland","Total","Number","1 389",""
"2018W49","United Kingdom","Total","Number","11 659","p"
"2018W50","Belgium","Total","Number","2 233",""
"2018W50","Denmark","Total","Number","1 044",""
"2018W50","Germany (until 1990 former territory of the FRG)","Total","Number","17 943",""
"2018W50","Spain","Total","Number","8 312",""
"2018W50","Italy","Total","Number","12 827",""
"2018W50","Sweden","Total","Number","1 720",""
"2018W50","Switzerland","Total","Number","1 356",""
"2018W50","United Kingdom","Total","Number","12 046","p"
"2018W51","Belgium","Total","Number","2 263",""
"2018W51","Denmark","Total","Number","1 096",""
"2018W51","Germany (until 1990 former territory of the FRG)","Total","Number","18 990",""
"2018W51","Spain","Total","Number","8 427",""
"2018W51","Italy","Total","Number","13 306",""
"2018W51","Sweden","Total","Number","1 741",""
"2018W51","Switzerland","Total","Number","1 322",""
"2018W51","United Kingdom","Total","Number","12 611","p"
"2018W52","Belgium","Total","Number","2 251",""
"2018W52","Denmark","Total","Number","1 006",""
"2018W52","Germany (until 1990 former territory of the FRG)","Total","Number","17 954",""
"2018W52","Spain","Total","Number","8 650",""
"2018W52","Italy","Total","Number","13 426",""
"2018W52","Sweden","Total","Number","1 758",""
"2018W52","Switzerland","Total","Number","1 349",""
"2018W52","United Kingdom","Total","Number","8 360","p"
"2018W99","Belgium","Total","Number",":",""
"2018W99","Denmark","Total","Number",":",""
"2018W99","Germany (until 1990 former territory of the FRG)","Total","Number",":",""
"2018W99","Spain","Total","Number",":",""
"2018W99","Italy","Total","Number",":",""
"2018W99","Sweden","Total","Number","2 513",""
"2018W99","Switzerland","Total","Number",":",""
"2018W99","United Kingdom","Total","Number",":",""
"2019W01","Belgium","Total","Number","2 308",""
"2019W01","Denmark","Total","Number","1 130",""
"2019W01","Germany (until 1990 former territory of the FRG)","Total","Number","18 686",""
"2019W01","Spain","Total","Number","9 127",""
"2019W01","Italy","Total","Number","14 168",""
"2019W01","Sweden","Total","Number","1 943",""
"2019W01","Switzerland","Total","Number","1 341",""
"2019W01","United Kingdom","Total","Number","12 387","p"
"2019W02","Belgium","Total","Number","2 347",""
"2019W02","Denmark","Total","Number","1 155",""
"2019W02","Germany (until 1990 former territory of the FRG)","Total","Number","19 170",""
"2019W02","Spain","Total","Number","10 025",""
"2019W02","Italy","Total","Number","14 863",""
"2019W02","Sweden","Total","Number","1 820",""
"2019W02","Switzerland","Total","Number","1 389",""
"2019W02","United Kingdom","Total","Number","14 442","p"
"2019W03","Belgium","Total","Number","2 312",""
"2019W03","Denmark","Total","Number","1 118",""
"2019W03","Germany (until 1990 former territory of the FRG)","Total","Number","19 163",""
"2019W03","Spain","Total","Number","10 476",""
"2019W03","Italy","Total","Number","15 325",""
"2019W03","Sweden","Total","Number","1 839",""
"2019W03","Switzerland","Total","Number","1 358",""
"2019W03","United Kingdom","Total","Number","13 512","p"
"2019W04","Belgium","Total","Number","2 395",""
"2019W04","Denmark","Total","Number","1 085",""
"2019W04","Germany (until 1990 former territory of the FRG)","Total","Number","19 505",""
"2019W04","Spain","Total","Number","10 141",""
"2019W04","Italy","Total","Number","15 360",""
"2019W04","Sweden","Total","Number","1 828",""
"2019W04","Switzerland","Total","Number","1 403",""
"2019W04","United Kingdom","Total","Number","13 247","p"
"2019W05","Belgium","Total","Number","2 421",""
"2019W05","Denmark","Total","Number","1 209",""
"2019W05","Germany (until 1990 former territory of the FRG)","Total","Number","19 812",""
"2019W05","Spain","Total","Number","9 964",""
"2019W05","Italy","Total","Number","15 807",""
"2019W05","Sweden","Total","Number","1 812",""
"2019W05","Switzerland","Total","Number","1 439",""
"2019W05","United Kingdom","Total","Number","12 767","p"
"2019W06","Belgium","Total","Number","2 544",""
"2019W06","Denmark","Total","Number","1 250",""
"2019W06","Germany (until 1990 former territory of the FRG)","Total","Number","19 981",""
"2019W06","Spain","Total","Number","9 686",""
"2019W06","Italy","Total","Number","15 228",""
"2019W06","Sweden","Total","Number","1 882",""
"2019W06","Switzerland","Total","Number","1 481",""
"2019W06","United Kingdom","Total","Number","13 186","p"
"2019W07","Belgium","Total","Number","2 409",""
"2019W07","Denmark","Total","Number","1 176",""
"2019W07","Germany (until 1990 former territory of the FRG)","Total","Number","20 150",""
"2019W07","Spain","Total","Number","9 363",""
"2019W07","Italy","Total","Number","15 072",""
"2019W07","Sweden","Total","Number","1 764",""
"2019W07","Switzerland","Total","Number","1 555",""
"2019W07","United Kingdom","Total","Number","13 319","p"
"2019W08","Belgium","Total","Number","2 418",""
"2019W08","Denmark","Total","Number","1 110",""
"2019W08","Germany (until 1990 former territory of the FRG)","Total","Number","20 349",""
"2019W08","Spain","Total","Number","9 216",""
"2019W08","Italy","Total","Number","14 674",""
"2019W08","Sweden","Total","Number","1 820",""
"2019W08","Switzerland","Total","Number","1 527",""
"2019W08","United Kingdom","Total","Number","12 845","p"
"2019W09","Belgium","Total","Number","2 428",""
"2019W09","Denmark","Total","Number","1 090",""
"2019W09","Germany (until 1990 former territory of the FRG)","Total","Number","20 790",""
"2019W09","Spain","Total","Number","8 920",""
"2019W09","Italy","Total","Number","14 605",""
"2019W09","Sweden","Total","Number","1 772",""
"2019W09","Switzerland","Total","Number","1 527",""
"2019W09","United Kingdom","Total","Number","12 451","p"
"2019W10","Belgium","Total","Number","2 389",""
"2019W10","Denmark","Total","Number","1 051",""
"2019W10","Germany (until 1990 former territory of the FRG)","Total","Number","20 453",""
"2019W10","Spain","Total","Number","8 595",""
"2019W10","Italy","Total","Number","13 827",""
"2019W10","Sweden","Total","Number","1 690",""
"2019W10","Switzerland","Total","Number","1 452",""
"2019W10","United Kingdom","Total","Number","12 367","p"
"2019W11","Belgium","Total","Number","2 335",""
"2019W11","Denmark","Total","Number","1 063",""
"2019W11","Germany (until 1990 former territory of the FRG)","Total","Number","19 795",""
"2019W11","Spain","Total","Number","8 205",""
"2019W11","Italy","Total","Number","13 344",""
"2019W11","Sweden","Total","Number","1 829",""
"2019W11","Switzerland","Total","Number","1 379",""
"2019W11","United Kingdom","Total","Number","11 978","p"
"2019W12","Belgium","Total","Number","2 167",""
"2019W12","Denmark","Total","Number","1 039",""
"2019W12","Germany (until 1990 former territory of the FRG)","Total","Number","19 016",""
"2019W12","Spain","Total","Number","8 027",""
"2019W12","Italy","Total","Number","12 655",""
"2019W12","Sweden","Total","Number","1 632",""
"2019W12","Switzerland","Total","Number","1 351",""
"2019W12","United Kingdom","Total","Number","11 759","p"
"2019W13","Belgium","Total","Number","2 063",""
"2019W13","Denmark","Total","Number","1 022",""
"2019W13","Germany (until 1990 former territory of the FRG)","Total","Number","18 562",""
"2019W13","Spain","Total","Number","8 171",""
"2019W13","Italy","Total","Number","12 486",""
"2019W13","Sweden","Total","Number","1 665",""
"2019W13","Switzerland","Total","Number","1 322",""
"2019W13","United Kingdom","Total","Number","11 245","p"
"2019W14","Belgium","Total","Number","2 183",""
"2019W14","Denmark","Total","Number","1 085",""
"2019W14","Germany (until 1990 former territory of the FRG)","Total","Number","18 671",""
"2019W14","Spain","Total","Number","8 087",""
"2019W14","Italy","Total","Number","12 714",""
"2019W14","Sweden","Total","Number","1 698",""
"2019W14","Switzerland","Total","Number","1 382",""
"2019W14","United Kingdom","Total","Number","11 406","p"
"2019W15","Belgium","Total","Number","1 969",""
"2019W15","Denmark","Total","Number","1 018",""
"2019W15","Germany (until 1990 former territory of the FRG)","Total","Number","17 852",""
"2019W15","Spain","Total","Number","8 055",""
"2019W15","Italy","Total","Number","12 107",""
"2019W15","Sweden","Total","Number","1 612",""
"2019W15","Switzerland","Total","Number","1 222",""
"2019W15","United Kingdom","Total","Number","11 622","p"
"2019W16","Belgium","Total","Number","2 095",""
"2019W16","Denmark","Total","Number","1 046",""
"2019W16","Germany (until 1990 former territory of the FRG)","Total","Number","18 089",""
"2019W16","Spain","Total","Number","7 801",""
"2019W16","Italy","Total","Number","12 167",""
"2019W16","Sweden","Total","Number","1 736",""
"2019W16","Switzerland","Total","Number","1 308",""
"2019W16","United Kingdom","Total","Number","10 220","p"
"2019W17","Belgium","Total","Number","2 046",""
"2019W17","Denmark","Total","Number","1 015",""
"2019W17","Germany (until 1990 former territory of the FRG)","Total","Number","17 894",""
"2019W17","Spain","Total","Number","7 759",""
"2019W17","Italy","Total","Number","11 895",""
"2019W17","Sweden","Total","Number","1 698",""
"2019W17","Switzerland","Total","Number","1 233",""
"2019W17","United Kingdom","Total","Number","11 424","p"
"2019W18","Belgium","Total","Number","2 011",""
"2019W18","Denmark","Total","Number","1 067",""
"2019W18","Germany (until 1990 former territory of the FRG)","Total","Number","17 090",""
"2019W18","Spain","Total","Number","7 744",""
"2019W18","Italy","Total","Number","11 522",""
"2019W18","Sweden","Total","Number","1 613",""
"2019W18","Switzerland","Total","Number","1 256",""
"2019W18","United Kingdom","Total","Number","12 665","p"
"2019W19","Belgium","Total","Number","2 034",""
"2019W19","Denmark","Total","Number","1 028",""
"2019W19","Germany (until 1990 former territory of the FRG)","Total","Number","17 118",""
"2019W19","Spain","Total","Number","7 731",""
"2019W19","Italy","Total","Number","11 699",""
"2019W19","Sweden","Total","Number","1 643",""
"2019W19","Switzerland","Total","Number","1 266",""
"2019W19","United Kingdom","Total","Number","10 341","p"
"2019W20","Belgium","Total","Number","2 034",""
"2019W20","Denmark","Total","Number","974",""
"2019W20","Germany (until 1990 former territory of the FRG)","Total","Number","17 315",""
"2019W20","Spain","Total","Number","7 536",""
"2019W20","Italy","Total","Number","11 552",""
"2019W20","Sweden","Total","Number","1 557",""
"2019W20","Switzerland","Total","Number","1 218",""
"2019W20","United Kingdom","Total","Number","11 681","p"
"2019W21","Belgium","Total","Number","1 995",""
"2019W21","Denmark","Total","Number","970",""
"2019W21","Germany (until 1990 former territory of the FRG)","Total","Number","17 080",""
"2019W21","Spain","Total","Number","7 436",""
"2019W21","Italy","Total","Number","11 619",""
"2019W21","Sweden","Total","Number","1 486",""
"2019W21","Switzerland","Total","Number","1 271",""
"2019W21","United Kingdom","Total","Number","11 616","p"
"2019W22","Belgium","Total","Number","1 933",""
"2019W22","Denmark","Total","Number","983",""
"2019W22","Germany (until 1990 former territory of the FRG)","Total","Number","16 921",""
"2019W22","Spain","Total","Number","7 618",""
"2019W22","Italy","Total","Number","11 350",""
"2019W22","Sweden","Total","Number","1 541",""
"2019W22","Switzerland","Total","Number","1 245",""
"2019W22","United Kingdom","Total","Number","9 502","p"
"2019W23","Belgium","Total","Number","1 966",""
"2019W23","Denmark","Total","Number","991",""
"2019W23","Germany (until 1990 former territory of the FRG)","Total","Number","17 491",""
"2019W23","Spain","Total","Number","7 508",""
"2019W23","Italy","Total","Number","12 261",""
"2019W23","Sweden","Total","Number","1 544",""
"2019W23","Switzerland","Total","Number","1 251",""
"2019W23","United Kingdom","Total","Number","11 426","p"
"2019W24","Belgium","Total","Number","1 847",""
"2019W24","Denmark","Total","Number","969",""
"2019W24","Germany (until 1990 former territory of the FRG)","Total","Number","16 484",""
"2019W24","Spain","Total","Number","7 016",""
"2019W24","Italy","Total","Number","11 982",""
"2019W24","Sweden","Total","Number","1 444",""
"2019W24","Switzerland","Total","Number","1 171",""
"2019W24","United Kingdom","Total","Number","10 729","p"
"2019W25","Belgium","Total","Number","1 913",""
"2019W25","Denmark","Total","Number","1 015",""
"2019W25","Germany (until 1990 former territory of the FRG)","Total","Number","16 639",""
"2019W25","Spain","Total","Number","7 404",""
"2019W25","Italy","Total","Number","11 375",""
"2019W25","Sweden","Total","Number","1 526",""
"2019W25","Switzerland","Total","Number","1 210",""
"2019W25","United Kingdom","Total","Number","10 779","p"
"2019W26","Belgium","Total","Number","1 980",""
"2019W26","Denmark","Total","Number","1 002",""
"2019W26","Germany (until 1990 former territory of the FRG)","Total","Number","17 918",""
"2019W26","Spain","Total","Number","7 570",""
"2019W26","Italy","Total","Number","12 667",""
"2019W26","Sweden","Total","Number","1 512",""
"2019W26","Switzerland","Total","Number","1 243",""
"2019W26","United Kingdom","Total","Number","10 788","p"
"2019W27","Belgium","Total","Number","1 935",""
"2019W27","Denmark","Total","Number","935",""
"2019W27","Germany (until 1990 former territory of the FRG)","Total","Number","16 552",""
"2019W27","Spain","Total","Number","8 050",""
"2019W27","Italy","Total","Number","12 324",""
"2019W27","Sweden","Total","Number","1 537",""
"2019W27","Switzerland","Total","Number","1 258",""
"2019W27","United Kingdom","Total","Number","10 296","p"
"2019W28","Belgium","Total","Number","1 788",""
"2019W28","Denmark","Total","Number","953",""
"2019W28","Germany (until 1990 former territory of the FRG)","Total","Number","16 319",""
"2019W28","Spain","Total","Number","7 463",""
"2019W28","Italy","Total","Number","11 617",""
"2019W28","Sweden","Total","Number","1 558",""
"2019W28","Switzerland","Total","Number","1 225",""
"2019W28","United Kingdom","Total","Number","10 475","p"
"2019W29","Belgium","Total","Number","1 882",""
"2019W29","Denmark","Total","Number","977",""
"2019W29","Germany (until 1990 former territory of the FRG)","Total","Number","16 856",""
"2019W29","Spain","Total","Number","7 301",""
"2019W29","Italy","Total","Number","11 019",""
"2019W29","Sweden","Total","Number","1 482",""
"2019W29","Switzerland","Total","Number","1 206",""
"2019W29","United Kingdom","Total","Number","10 303","p"
"2019W30","Belgium","Total","Number","2 318",""
"2019W30","Denmark","Total","Number","967",""
"2019W30","Germany (until 1990 former territory of the FRG)","Total","Number","19 630",""
"2019W30","Spain","Total","Number","7 464",""
"2019W30","Italy","Total","Number","12 024",""
"2019W30","Sweden","Total","Number","1 514",""
"2019W30","Switzerland","Total","Number","1 260",""
"2019W30","United Kingdom","Total","Number","10 385","p"
"2019W31","Belgium","Total","Number","1 916",""
"2019W31","Denmark","Total","Number","962",""
"2019W31","Germany (until 1990 former territory of the FRG)","Total","Number","17 034",""
"2019W31","Spain","Total","Number","7 136",""
"2019W31","Italy","Total","Number","10 974",""
"2019W31","Sweden","Total","Number","1 491",""
"2019W31","Switzerland","Total","Number","1 139",""
"2019W31","United Kingdom","Total","Number","10 526","p"
"2019W32","Belgium","Total","Number","1 766",""
"2019W32","Denmark","Total","Number","936",""
"2019W32","Germany (until 1990 former territory of the FRG)","Total","Number","16 540",""
"2019W32","Spain","Total","Number","7 317",""
"2019W32","Italy","Total","Number","11 395",""
"2019W32","Sweden","Total","Number","1 548",""
"2019W32","Switzerland","Total","Number","1 138",""
"2019W32","United Kingdom","Total","Number","10 374","p"
"2019W33","Belgium","Total","Number","1 777",""
"2019W33","Denmark","Total","Number","931",""
"2019W33","Germany (until 1990 former territory of the FRG)","Total","Number","15 934",""
"2019W33","Spain","Total","Number","7 128",""
"2019W33","Italy","Total","Number","11 256",""
"2019W33","Sweden","Total","Number","1 486",""
"2019W33","Switzerland","Total","Number","1 142",""
"2019W33","United Kingdom","Total","Number","10 358","p"
