"";"date";"dead"
"1154";2012-02-28;408
"1155";2012-02-29;370
"1156";2012-03-01;386
"1157";2012-03-02;382
"1158";2012-03-03;360
"1159";2012-03-04;357
"1160";2012-03-05;356
"1161";2012-03-06;348
"1162";2012-03-07;353
"1163";2012-03-08;344
"1164";2012-03-09;357
"1165";2012-03-10;368
"1166";2012-03-11;354
"1167";2012-03-12;345
"1168";2012-03-13;362
"1169";2012-03-14;318
"1170";2012-03-15;380
"1171";2012-03-16;360
"1172";2012-03-17;344
"1173";2012-03-18;318
"1174";2012-03-19;303
"1175";2012-03-20;322
"1176";2012-03-21;322
"1177";2012-03-22;328
"1178";2012-03-23;302
"1179";2012-03-24;341
"1180";2012-03-25;244
"1181";2012-03-26;309
"1182";2012-03-27;334
"1183";2012-03-28;328
"1184";2012-03-29;333
"1185";2012-03-30;324
"1186";2012-03-31;307
"1187";2012-04-01;271
"1188";2012-04-02;314
"1189";2012-04-03;298
"1190";2012-04-04;297
"1191";2012-04-05;291
"1192";2012-04-06;300
"1193";2012-04-07;312
"1194";2012-04-08;287
"1195";2012-04-09;310
"1196";2012-04-10;305
"1197";2012-04-11;333
"1198";2012-04-12;285
"1199";2012-04-13;318
"1200";2012-04-14;291
"1201";2012-04-15;280
"1202";2012-04-16;269
"1203";2012-04-17;305
"1204";2012-04-18;327
"1205";2012-04-19;318
"1206";2012-04-20;327
"1207";2012-04-21;290
"1208";2012-04-22;274
"1209";2012-04-23;271
"1210";2012-04-24;313
"1211";2012-04-25;299
"1212";2012-04-26;279
"1213";2012-04-27;332
"1214";2012-04-28;246
"1215";2012-04-29;287
"1216";2012-04-30;310
"1217";2012-05-01;302
"1218";2012-05-02;302
"1219";2012-05-03;318
"1220";2012-05-04;300
"1221";2012-05-05;287
"1222";2012-05-06;272
"1223";2012-05-07;281
"1224";2012-05-08;267
"1225";2012-05-09;312
"1226";2012-05-10;342
"1227";2012-05-11;296
"1228";2012-05-12;264
"1229";2012-05-13;258
"1230";2012-05-14;279
"1231";2012-05-15;260
"1232";2012-05-16;266
"1233";2012-05-17;282
"1234";2012-05-18;262
"1235";2012-05-19;258
"1236";2012-05-20;272
"1237";2012-05-21;312
"1238";2012-05-22;307
"1239";2012-05-23;286
"1240";2012-05-24;346
"1241";2012-05-25;291
"1242";2012-05-26;276
"1243";2012-05-27;268
"1244";2012-05-28;291
"1245";2012-05-29;282
"1246";2012-05-30;287
"1247";2012-05-31;265
"1248";2012-06-01;267
"1249";2012-06-02;246
"1250";2012-06-03;266
"1251";2012-06-04;263
"1252";2012-06-05;279
"1253";2012-06-06;285
"1254";2012-06-07;289
"1255";2012-06-08;277
"1256";2012-06-09;260
"1257";2012-06-10;244
"1258";2012-06-11;285
"1259";2012-06-12;253
"1260";2012-06-13;249
"1261";2012-06-14;268
"1262";2012-06-15;288
"1263";2012-06-16;266
"1264";2012-06-17;236
"1265";2012-06-18;298
"1266";2012-06-19;277
"1267";2012-06-20;282
"1268";2012-06-21;280
"1269";2012-06-22;264
"1270";2012-06-23;255
"1271";2012-06-24;246
"1272";2012-06-25;274
"1273";2012-06-26;296
"1274";2012-06-27;278
"1275";2012-06-28;320
"1276";2012-06-29;307
"1277";2012-06-30;291
"1278";2012-07-01;250
"1279";2012-07-02;239
"1280";2012-07-03;278
"1281";2012-07-04;268
"1282";2012-07-05;268
"1283";2012-07-06;320
"1284";2012-07-07;240
"1285";2012-07-08;251
"1286";2012-07-09;273
"1287";2012-07-10;303
"1288";2012-07-11;256
"1289";2012-07-12;268
"1290";2012-07-13;231
"1291";2012-07-14;268
"1292";2012-07-15;217
"1293";2012-07-16;235
"1294";2012-07-17;243
"1295";2012-07-18;245
"1296";2012-07-19;265
"1297";2012-07-20;256
"1298";2012-07-21;263
"1299";2012-07-22;267
"1300";2012-07-23;261
"1301";2012-07-24;285
"1302";2012-07-25;273
"1303";2012-07-26;307
"1304";2012-07-27;334
"1305";2012-07-28;313
"1306";2012-07-29;268
"1307";2012-07-30;238
"1308";2012-07-31;246
"1309";2012-08-01;268
"1310";2012-08-02;246
"1311";2012-08-03;268
"1312";2012-08-04;266
"1313";2012-08-05;239
"1314";2012-08-06;275
"1315";2012-08-07;263
"1316";2012-08-08;246
"1317";2012-08-09;275
"1318";2012-08-10;248
"1319";2012-08-11;267
"1320";2012-08-12;260
"1321";2012-08-13;246
"1322";2012-08-14;268
"1323";2012-08-15;263
"1324";2012-08-16;268
"1325";2012-08-17;255
"1326";2012-08-18;256
"1327";2012-08-19;282
"1328";2012-08-20;334
"1329";2012-08-21;309
"1330";2012-08-22;258
"1331";2012-08-23;271
"1332";2012-08-24;274
"1333";2012-08-25;265
"1334";2012-08-26;243
"1335";2012-08-27;250
"1336";2012-08-28;269
"1337";2012-08-29;256
"1338";2012-08-30;206
"1339";2012-08-31;264
"1340";2012-09-01;242
"1341";2012-09-02;244
"1342";2012-09-03;236
"1343";2012-09-04;288
"1344";2012-09-05;257
"1345";2012-09-06;245
"1346";2012-09-07;262
"1347";2012-09-08;259
"1348";2012-09-09;243
"1349";2012-09-10;262
"1350";2012-09-11;295
"1351";2012-09-12;263
"1352";2012-09-13;254
"1353";2012-09-14;270
"1354";2012-09-15;258
"1355";2012-09-16;243
"1356";2012-09-17;280
"1357";2012-09-18;258
"1358";2012-09-19;258
"1359";2012-09-20;239
"1360";2012-09-21;261
"1361";2012-09-22;265
"1362";2012-09-23;227
"1363";2012-09-24;280
"1364";2012-09-25;313
"1365";2012-09-26;261
"1366";2012-09-27;291
"1367";2012-09-28;308
"1368";2012-09-29;299
"1369";2012-09-30;244
"1370";2012-10-01;286
"1371";2012-10-02;308
"1372";2012-10-03;273
"1373";2012-10-04;283
"1374";2012-10-05;299
"1375";2012-10-06;289
"1376";2012-10-07;277
"1377";2012-10-08;281
"1378";2012-10-09;281
"1379";2012-10-10;311
"1380";2012-10-11;266
"1381";2012-10-12;293
"1382";2012-10-13;282
"1383";2012-10-14;251
"1384";2012-10-15;279
"1385";2012-10-16;278
"1386";2012-10-17;276
"1387";2012-10-18;300
"1388";2012-10-19;332
"1389";2012-10-20;297
"1390";2012-10-21;288
"1391";2012-10-22;293
"1392";2012-10-23;293
"1393";2012-10-24;291
"1394";2012-10-25;288
"1395";2012-10-26;301
"1396";2012-10-27;277
"1397";2012-10-28;275
"1398";2012-10-29;288
"1399";2012-10-30;315
"1400";2012-10-31;294
"1401";2012-11-01;300
"1402";2012-11-02;278
"1403";2012-11-03;259
"1404";2012-11-04;273
"1405";2012-11-05;276
"1406";2012-11-06;325
"1407";2012-11-07;300
"1408";2012-11-08;309
"1409";2012-11-09;310
"1410";2012-11-10;310
"1411";2012-11-11;265
"1412";2012-11-12;320
"1413";2012-11-13;274
"1414";2012-11-14;302
"1415";2012-11-15;307
"1416";2012-11-16;298
"1417";2012-11-17;279
"1418";2012-11-18;250
"1419";2012-11-19;291
"1420";2012-11-20;317
"1421";2012-11-21;276
"1422";2012-11-22;296
"1423";2012-11-23;292
"1424";2012-11-24;339
"1425";2012-11-25;268
"1426";2012-11-26;269
"1427";2012-11-27;294
"1428";2012-11-28;317
"1429";2012-11-29;335
"1430";2012-11-30;302
"1431";2012-12-01;275
"1432";2012-12-02;269
"1433";2012-12-03;299
"1434";2012-12-04;299
"1435";2012-12-05;297
"1436";2012-12-06;295
"1437";2012-12-07;323
"1438";2012-12-08;321
"1439";2012-12-09;318
"1440";2012-12-10;317
"1441";2012-12-11;279
"1442";2012-12-12;315
"1443";2012-12-13;301
"1444";2012-12-14;330
"1445";2012-12-15;343
"1446";2012-12-16;299
"1447";2012-12-17;349
"1448";2012-12-18;335
"1449";2012-12-19;306
"1450";2012-12-20;300
"1451";2012-12-21;349
"1452";2012-12-22;335
"1453";2012-12-23;318
"1454";2012-12-24;308
"1455";2012-12-25;322
"1456";2012-12-26;338
"1457";2012-12-27;308
"1458";2012-12-28;291
"1459";2012-12-29;329
"1460";2012-12-30;307
"1461";2012-12-31;325
"1462";2013-01-01;323
"1463";2013-01-02;338
"1464";2013-01-03;325
"1465";2013-01-04;309
"1466";2013-01-05;313
"1467";2013-01-06;303
"1468";2013-01-07;317
"1469";2013-01-08;330
"1470";2013-01-09;331
"1471";2013-01-10;325
"1472";2013-01-11;347
"1473";2013-01-12;320
"1474";2013-01-13;297
"1475";2013-01-14;320
"1476";2013-01-15;324
"1477";2013-01-16;302
"1478";2013-01-17;310
"1479";2013-01-18;316
"1480";2013-01-19;337
